GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
534,40.33,1940,"[""https://images.metmuseum.org/CRDImages/es/original/DP248116.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP246606.jpg""]","Lorenzi, Battista di Domenico",1523,"Italian, ca. 1527/28–1594",Battista di Domenico Lorenzi,1594,,Italian,,Artist,,http://vocab.getty.edu/page/ulan/500001164,https://www.wikidata.org/wiki/Q1525885,,Sculpture,"[{""constituentID"": 33496, ""role"": ""Artist"", ""name"": ""Battista di Domenico Lorenzi"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500001164"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q1525885"", ""gender"": """"}]",,,"Fletcher Fund, 1940",,European Sculpture and Decorative Arts,"Overall (confirmed): H. 58 5/8 x W. 32 5/8 x D. 23 1/2 in., 782lb. (148.9 x 82.9 x 59.7 cm, 354.7129kg)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""historic dimensions, superceded"", ""elementMeasurements"": {""Height"": 148.6}}, {""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 59.69012, ""Height"": 148.90779, ""Weight"": 354.71286, ""Width"": 82.86767}}]",Marble,2025-01-31T04:54:36.6Z,1568,1568–70,1570,198644,Group,https://www.metmuseum.org/art/collection/search/198644,https://www.wikidata.org/wiki/Q116374084,,,https://images.metmuseum.org/CRDImages/es/original/DP248115.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP248115.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Male Nudes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300189568"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40446""}, {""term"": ""Female Nudes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300189568"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40446""}]",Alpheus and Arethusa
512,"40.68a, b",1940,,Wedgwood and Bentley,1769,"British, Etruria, Staffordshire, 1769–1780",Wedgwood and Bentley,1780,,British,,Factory,,http://vocab.getty.edu/page/ulan/500524246,https://www.wikidata.org/wiki/Q97105343,,Ceramics-Pottery,"[{""constituentID"": 162700, ""role"": ""Factory"", ""name"": ""Wedgwood and Bentley"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500524246"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q97105343"", ""gender"": """"}]",,,"Rogers Fund, 1940",,European Sculpture and Decorative Arts,Height: 13 7/8 in. (35.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 35.24257}}]",Glazed earthenware,2025-01-31T04:54:36.6Z,1770,ca. 1775,1780,198656,Vase with cover,https://www.metmuseum.org/art/collection/search/198656,https://www.wikidata.org/wiki/Q116310746,,,https://images.metmuseum.org/CRDImages/es/original/DP104603.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP104603.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Satyrs"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379732"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q163709""}]",Vase with cover
510,"39.140.95a, b",1939,"[""https://images.metmuseum.org/CRDImages/es/original/DP-16385-040.jpg""]",Worcester factory,1751,"British, 1751–2008",Worcester factory,2008,,British,,Factory,,http://vocab.getty.edu/page/ulan/500332804,https://www.wikidata.org/wiki/Q668894,,Ceramics-Porcelain,"[{""constituentID"": 35110, ""role"": ""Factory"", ""name"": ""Worcester factory"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500332804"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q668894"", ""gender"": """"}]",,,"Gift of Mr. and Mrs. Luke Vincent Lockwood, 1939",,European Sculpture and Decorative Arts,Height (with cover): 5 3/8 in. (13.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""with cover"", ""elementMeasurements"": {""Height"": 13.652527}}]",Soft-paste porcelain with enamel decoration and gilding,2025-01-31T04:54:36.6Z,1765,ca. 1770,1775,198484,Teapot,https://www.metmuseum.org/art/collection/search/198484,https://www.wikidata.org/wiki/Q116399146,,,https://images.metmuseum.org/CRDImages/es/original/DP-16385-039.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-16385-039.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Mythical Creatures"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375725"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q2239243""}, {""term"": ""Lions"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300310388"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q140""}]",Teapot
510,"40.15.7a, b",1940,"[""https://images.metmuseum.org/CRDImages/es/original/DP-15518-024.jpg""]",Worcester factory,1751,"British, 1751–2008",Worcester factory,2008,,British,,Factory,,http://vocab.getty.edu/page/ulan/500332804,https://www.wikidata.org/wiki/Q668894,,Ceramics-Porcelain,"[{""constituentID"": 35110, ""role"": ""Factory"", ""name"": ""Worcester factory"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500332804"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q668894"", ""gender"": """"}]",,,"Gift of R. Thornton Wilson, 1940",,European Sculpture and Decorative Arts,Height (with cover): 6 in. (15.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""with cover"", ""elementMeasurements"": {""Height"": 15.24003}}]",Soft-paste porcelain with enamel decoration and gilding,2025-01-31T04:54:36.6Z,1765,ca. 1770–75,1780,198581,Teapot,https://www.metmuseum.org/art/collection/search/198581,https://www.wikidata.org/wiki/Q116399149,,,https://images.metmuseum.org/CRDImages/es/original/DP-15518-023.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-15518-023.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Birds"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266506"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5113""}]",Teapot
510,"39.140.41a, b",1939,"[""https://images.metmuseum.org/CRDImages/es/original/DP-16385-038.jpg""]",Worcester factory,1751,"British, 1751–2008",Worcester factory,2008,,British,,Factory,,http://vocab.getty.edu/page/ulan/500332804,https://www.wikidata.org/wiki/Q668894,,Ceramics-Porcelain,"[{""constituentID"": 35110, ""role"": ""Factory"", ""name"": ""Worcester factory"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500332804"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q668894"", ""gender"": """"}]",,,"Gift of Mr. and Mrs. Luke Vincent Lockwood, 1939",,European Sculpture and Decorative Arts,Height (with cover): 5 1/2 in. (14 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""with cover"", ""elementMeasurements"": {""Height"": 13.970028}}]",Soft-paste porcelain with enamel decoration and gilding,2025-01-31T04:54:36.6Z,1760,ca. 1765–70,1775,198444,Teapot,https://www.metmuseum.org/art/collection/search/198444,https://www.wikidata.org/wiki/Q116399142,,,https://images.metmuseum.org/CRDImages/es/original/DP-16385-037.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-16385-037.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}]",Teapot (part of a service)
547,37.20.223,1937,,Sèvres Manufactory,1740,"French, 1740–present",Sèvres Manufactory,9999,,French,,Manufactory,,http://vocab.getty.edu/page/ulan/500054661,https://www.wikidata.org/wiki/Q653307,,Ceramics-Porcelain,"[{""constituentID"": 164856, ""role"": ""Manufactory"", ""name"": ""Sèvres Manufactory"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500054661"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q653307"", ""gender"": """"}, {""constituentID"": 38569, ""role"": ""Decorator"", ""name"": ""Charles-Louis Méreaud"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Bequest of Emma T. Gary, 1934",,European Sculpture and Decorative Arts,Diam. 9 3/4 in. (24.8 cm.),,,,False,True,False,,,,"[{""elementName"": ""Other"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 24.8}}]",Soft-paste porcelain,2023-02-07T04:46:51.34Z,1772,1772,1772,197974,Plate,https://www.metmuseum.org/art/collection/search/197974,https://www.wikidata.org/wiki/Q116310531,,,https://images.metmuseum.org/CRDImages/es/original/110911.jpg,https://images.metmuseum.org/CRDImages/es/web-large/110911.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}]",Plate (Assiette à palmes) (1 of 102) (part of a service)
510,"39.140.27a, b",1939,"[""https://images.metmuseum.org/CRDImages/es/original/DP-16078-018.jpg""]",Worcester factory,1751,"British, 1751–2008",Worcester factory,2008,,British,,Factory,,http://vocab.getty.edu/page/ulan/500332804,https://www.wikidata.org/wiki/Q668894,,Ceramics-Porcelain,"[{""constituentID"": 35110, ""role"": ""Factory"", ""name"": ""Worcester factory"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500332804"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q668894"", ""gender"": """"}, {""constituentID"": 39327, ""role"": ""Engraver"", ""name"": ""Robert Hancock"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500143867"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q17309113"", ""gender"": """"}]",,,"Gift of Mr. and Mrs. Luke Vincent Lockwood, 1939",,European Sculpture and Decorative Arts,Height (with cover): 5 1/4 in. (13.3 cm),,,,False,True,False,,,,"[{""elementName"": ""Height"", ""elementDescription"": ""with cover"", ""elementMeasurements"": {""Height"": 13.335027}}]",Soft-paste porcelain with transfer-printed decoration,2025-01-31T04:54:36.6Z,1760,ca. 1765,1770,198431,Teapot,https://www.metmuseum.org/art/collection/search/198431,https://www.wikidata.org/wiki/Q116399122,,,https://images.metmuseum.org/CRDImages/es/original/DP-16078-017.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-16078-017.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Couples"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379217"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q219160""}, {""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}]",Teapot with L’amour
553,38.145.33,1938,,,,,,,,,,,,,,,Glass,,,,"Bequest of Mary Martin, 1938",,European Sculpture and Decorative Arts,18 1/2 x 13 1/8 in. (47 x 33.3 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 47, ""Width"": 33.3}}]","Glass, reverse-painted and gilt (verre églomisé); gilt wood frame",2023-02-07T04:46:51.34Z,1785,late 18th century,1799,198160,Panel,https://www.metmuseum.org/art/collection/search/198160,https://www.wikidata.org/wiki/Q116309422,,,https://images.metmuseum.org/CRDImages/es/original/116276.jpg,https://images.metmuseum.org/CRDImages/es/web-large/116276.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Profiles"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300123319"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4382010""}, {""term"": ""Family"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300435378"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8436""}]","Silhouettes of husband and wife, with eight children, said to represent the Von Baer family"
532,40.90.2,1940,"[""https://images.metmuseum.org/CRDImages/es/original/181974.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/181975.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/181976.jpg""]",,,,,,,,,,,,,,Sculpture-Bronze,,,,"Purchase, Joseph Pulitzer Bequest, 1940",,European Sculpture and Decorative Arts,H. including pedestal 18 in. (45.7 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 45.7}}]","Bronze; ebony, gilt bronze",2023-02-07T04:46:51.34Z,1685,late 17th century,1699,198660,Statuette,https://www.metmuseum.org/art/collection/search/198660,https://www.wikidata.org/wiki/Q116310732,,,https://images.metmuseum.org/CRDImages/es/original/121614.jpg,https://images.metmuseum.org/CRDImages/es/web-large/121614.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Christ"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000087"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q642420""}]",Christ Crowned with Thorns (Ecce Homo)
536,41.109,1941,,"Porta, Guglielmo della",1500,"Italian, Porlezza, near Lake Lugano ca. 1500–1577 Rome",Guglielmo della Porta,1577,,Italian,After,Artist,,http://vocab.getty.edu/page/ulan/500001864,https://www.wikidata.org/wiki/Q1623328,,Medals and Plaquettes,"[{""constituentID"": 163811, ""role"": ""Artist"", ""name"": ""After Guglielmo della Porta"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500001864"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q1623328"", ""gender"": """"}]",,,"Rogers Fund, 1941",,European Sculpture and Decorative Arts,3 1/2 x 3 1/2 in.  (8.9 x 8.9 cm.),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 8.9, ""Width"": 8.9}}]",Gilt bronze,2025-01-31T04:54:36.6Z,1585,late 16th century,1599,198825,Plaquette,https://www.metmuseum.org/art/collection/search/198825,https://www.wikidata.org/wiki/Q116310536,,,https://images.metmuseum.org/CRDImages/es/original/DT318845.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT318845.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Mars"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001031"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q112""}, {""term"": ""Venus"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001064"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q47652""}, {""term"": ""Vulcan"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000947"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q4640""}]",Mars and Venus Trapped by Vulcan
535,41.190.270,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP204686.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP204688.jpg""]",,,,,,,,,,,,,,Ceramics-Pottery,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,H. 15 in. (38.1 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 38.1}}]",Tin-glazed earthenware,2025-01-31T04:54:36.6Z,1400,15th century,1499,198963,Jug,https://www.metmuseum.org/art/collection/search/198963,https://www.wikidata.org/wiki/Q116310251,,,https://images.metmuseum.org/CRDImages/es/original/DP200559.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP200559.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Jug
963,41.190.471,1941,,"Maiano, Giuliano da",1432,"Italian, Maiano 1432–1490 Naples",Giuliano da Maiano,1490,,Italian,,Artist,,http://vocab.getty.edu/page/ulan/500186480,https://www.wikidata.org/wiki/Q716519,,Sculpture-Architectural,"[{""constituentID"": 165214, ""role"": ""Artist"", ""name"": ""Giuliano da Maiano"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500186480"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q716519"", ""gender"": """"}, {""constituentID"": 161672, ""role"": ""Artist"", ""name"": ""Benedetto da Maiano"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500006675"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q675619"", ""gender"": """"}, {""constituentID"": 38161, ""role"": ""Artist"", ""name"": ""Giovanni da Maiano"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500355583"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q5564021"", ""gender"": """"}]",,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Height: 45 1/2 in. (115.6 cm); Diameter: 66 3/4 in. (169.5 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 169.54533}}, {""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 115.57023}}]",Marble,2025-01-31T04:54:36.6Z,1465,ca. 1470,1475,198997,Fountain,https://www.metmuseum.org/art/collection/search/198997,https://www.wikidata.org/wiki/Q116310109,,,https://images.metmuseum.org/CRDImages/es/original/DT229251.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT229251.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Fountains"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300006179"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q483453""}, {""term"": ""Putti"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250465"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q284865""}]",Fountain with Arms of Jacopo de' Pazzi
500,42.38.2,1942,,Mino da Fiesole (Mino di Giovanni),1429,"Italian, Papiano or Montemignaio 1429–1484 Florence",Mino da Fiesole (Mino di Giovanni),1484,,Italian,,Artist,,http://vocab.getty.edu/page/ulan/500002074,https://www.wikidata.org/wiki/Q477441,,Sculpture,"[{""constituentID"": 165525, ""role"": ""Artist"", ""name"": ""Mino da Fiesole (Mino di Giovanni)"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500002074"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q477441"", ""gender"": """"}]",,,"Bequest of Caroline Lucy Morgan, in memory of her parents, 1942",,European Sculpture and Decorative Arts,"Overall (wt. confirmed): H. 21 1/2 x W. 15 1/4 x D. 3 3/4 in., 76lb. (54.6 x 38.7 x 9.5 cm, 34.4734kg)",,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""wt. confirmed"", ""elementMeasurements"": {""Depth"": 9.5, ""Height"": 54.6, ""Weight"": 34.4734, ""Width"": 38.7}}]",Marble,2023-02-07T04:46:51.34Z,1466,ca. 1471–74,1479,199056,Relief,https://www.metmuseum.org/art/collection/search/199056,https://www.wikidata.org/wiki/Q116374069,,,https://images.metmuseum.org/CRDImages/es/original/ES5235.jpg,https://images.metmuseum.org/CRDImages/es/web-large/ES5235.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Madonna and Child"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000052"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q9309699""}, {""term"": ""Cross"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300235443"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q40843""}]",Virgin and Child
533,41.190.74,1941,"[""https://images.metmuseum.org/CRDImages/es/original/DP106643.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106644.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106645.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106646.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP106708.jpg""]",,,,,,,,,,,,,,Woodwork-Furniture,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Overall: 43 1/4 × 29 1/2 × 23 1/2 in. (109.9 × 74.9 × 59.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 59.69012, ""Height"": 109.85522, ""Width"": 74.93015}}]",Carved and gilded beech; covered in eighteenth-century blue damask not original to the armchair,2025-01-31T04:54:36.6Z,1745,ca. 1750–60,1765,198943,Armchair,https://www.metmuseum.org/art/collection/search/198943,https://www.wikidata.org/wiki/Q116310275,,,https://images.metmuseum.org/CRDImages/es/original/DP106642.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP106642.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}]",Armchair (fauteuil à la reine)
528,"41.202.1a, b",1941,"[""https://images.metmuseum.org/CRDImages/es/original/129923.jpg""]",,,,,,,,,,,,,,Woodwork-Furniture,,,,"Gift of Mrs. Herbert N. Straus, 1941",,European Sculpture and Decorative Arts,Overall: 33 × 57 1/8 × 22 1/2 in. (83.8 × 145.1 × 57.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 57.150116, ""Height"": 83.82017, ""Width"": 145.0978}}]",Carved and gilded oak; Sarrancolin marble top,2023-02-07T04:46:51.34Z,1760,ca. 1765–70,1775,199031,Console table,https://www.metmuseum.org/art/collection/search/199031,https://www.wikidata.org/wiki/Q116310087,,,https://images.metmuseum.org/CRDImages/es/original/SF41_202_1.jpg,https://images.metmuseum.org/CRDImages/es/web-large/SF41_202_1.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Console table (one of a pair)
010,41.190.439,1941,"[""https://images.metmuseum.org/CRDImages/es/original/cdi41-190-439.jpg""]",,,,,,,,,,,,,,Glass-Stained,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Diameter: 10 in. (25.4 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 25.400051}}]","Colorless glass, vitreous paint and silver stain",2025-01-31T04:54:36.6Z,1532,1532,1532,198986,Roundel,https://www.metmuseum.org/art/collection/search/198986,https://www.wikidata.org/wiki/Q116399163,,,https://images.metmuseum.org/CRDImages/es/original/LC-41_190_439.jpg,https://images.metmuseum.org/CRDImages/es/web-large/LC-41_190_439.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Food"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300254496"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q2095""}, {""term"": ""Interiors"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300391239"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q2998430""}, {""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Dining"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300379052"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q661199""}]",The Prodigal is Banqueted (one of eight scenes from the story of the Prodigal Son)
544,41.190.481,1941,,,,,,,,,,,,,,,Sculpture,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Diameter: 29 in. (73.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 73.66015}}]",Limestone,2023-02-07T04:46:51.34Z,1520,ca. 1525–30 (?),1535,199002,Roundel,https://www.metmuseum.org/art/collection/search/199002,https://www.wikidata.org/wiki/Q116374076,,,https://images.metmuseum.org/CRDImages/es/original/130214.jpg,https://images.metmuseum.org/CRDImages/es/web-large/130214.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Portraits"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300015637"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q134307""}]",Bust of a wild man or rustic
684,41.190.398,1941,,,,,,,,,,,,,,,Woodwork-Furniture,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,32-1/2 x 31-1/2 x 57 in.  (82.5 x 80.0 x 144.8 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 144.8, ""Height"": 82.5, ""Width"": 80}}]","Walnut or fruitwood, iron",2023-02-07T04:46:51.34Z,1600,17th century,1699,198982,Table,https://www.metmuseum.org/art/collection/search/198982,https://www.wikidata.org/wiki/Q116310208,,,https://images.metmuseum.org/CRDImages/es/original/128347.jpg,https://images.metmuseum.org/CRDImages/es/web-large/128347.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Table
544,41.190.479,1941,,,,,,,,,,,,,,,Sculpture,,,,"Bequest of George Blumenthal, 1941",,European Sculpture and Decorative Arts,Diameter: 29 in. (73.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 73.66015}}]",Limestone,2023-02-07T04:46:51.34Z,1520,ca. 1525–30 (?),1535,199000,Roundel,https://www.metmuseum.org/art/collection/search/199000,https://www.wikidata.org/wiki/Q116374072,,,https://images.metmuseum.org/CRDImages/es/original/130212.jpg,https://images.metmuseum.org/CRDImages/es/web-large/130212.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Portraits"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300015637"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q134307""}]",Bust of a gentleman in contemporary dress
