GalleryNumber,accessionNumber,accessionYear,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistGender,artistNationality,artistPrefix,artistRole,artistSuffix,artistULAN_URL,artistWikidata_URL,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,isTimelineWork,linkResource,locale,locus,measurements,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectID,objectName,objectURL,objectWikidata_URL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
556,1991.390.1,1991,,"Sorra, Factory of Olivier de",,,Factory of Olivier de Sorra,,,,,Factory,,,,,Ceramics-Pottery,"[{""constituentID"": 35145, ""role"": ""Factory"", ""name"": ""Factory of Olivier de Sorra"", ""constituentULAN_URL"": """", ""constituentWikidata_URL"": """", ""gender"": """"}]",,,"Gift of Lloyd and Barbara Macklowe, 1991",,European Sculpture and Decorative Arts,Height: 11 3/4 in. (29.8 cm),,,,False,True,True,,,,"[{""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 29.84506}}]",Stoneware,2025-01-31T04:54:36.6Z,1880,ca. 1885,1890,208035,Vase,https://www.metmuseum.org/art/collection/search/208035,https://www.wikidata.org/wiki/Q97416270,,,https://images.metmuseum.org/CRDImages/es/original/DT6741.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT6741.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Vase
706,1985.168,1985,"[""https://images.metmuseum.org/CRDImages/ad/original/237803.jpg"", ""https://images.metmuseum.org/CRDImages/ad/original/237804.jpg""]","Bennett, John",1840,1840–1907,John Bennett,1907,,American,,Maker,,http://vocab.getty.edu/page/ulan/500022400,https://www.wikidata.org/wiki/Q52161471,New York,,"[{""constituentID"": 1924, ""role"": ""Maker"", ""name"": ""John Bennett"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500022400"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q52161471"", ""gender"": """"}]",United States,,"Friends of the American Wing Fund, 1985",American,The American Wing,H. 12 in. (30.5 cm); Diam. 6 3/8 in. (16.2 cm),,,Made in,False,True,True,,,,"[{""elementName"": ""Other"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 16.1925, ""Height"": 30.4801}}]",Painted and glazed earthenware,2021-04-06T04:41:04.967Z,1879,1879,1879,9319,Vase,https://www.metmuseum.org/art/collection/search/9319,https://www.wikidata.org/wiki/Q83560113,,,https://images.metmuseum.org/CRDImages/ad/original/ADA5573.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/ADA5573.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,"[{""term"": ""Flowers"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300132399"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q506""}]",Vase
219,2018.155,2018,"[""https://images.metmuseum.org/CRDImages/as/original/DP-16215-076.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/DP-16215-077.jpg"", ""https://images.metmuseum.org/CRDImages/as/original/DP-16215-078.jpg""]",,,,,,,,,,,,,,Gourd,,,,"Purchase, Friends of Asian Art Gifts, 2018",China,Asian Art,H. 6 in. (15.2 cm); Diam. 5 1/2 in. (14 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 13.970028, ""Height"": 15.24003}}]","Molded gourd, black lacquer",2025-03-06T04:54:30Z,1796,19th century,1820,781822,Brush holder,https://www.metmuseum.org/art/collection/search/781822,https://www.wikidata.org/wiki/Q110257163,"Qing dynasty (1644–1911), Jiaqing mark and period (1796-1820)",,https://images.metmuseum.org/CRDImages/as/original/DP-16215-075.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-16215-075.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Brush holder with flowers and poems
556,2003.236,2003,,Wolfers Philippe,1858,"Belgian, 1858–1929",Philippe Wolfers,1929,,Belgian,Designed by,Designer,,http://vocab.getty.edu/page/ulan/500067259,https://www.wikidata.org/wiki/Q2057733,,Metalwork-Silver,"[{""constituentID"": 42088, ""role"": ""Designer"", ""name"": ""Designed by Philippe Wolfers"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500067259"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q2057733"", ""gender"": """"}, {""constituentID"": 42089, ""role"": ""Maker"", ""name"": ""Wolfers Freres"", ""constituentULAN_URL"": ""(not assigned)"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q2304465"", ""gender"": """"}]",,,"Purchase, Friends of European Sculpture and Decorative Arts Gifts, 2003",,European Sculpture and Decorative Arts,"Height: 8 1/2 in. (21.6 cm);
Diameter (foot ring): 3 1/2 in. (8.9 cm)",,,,False,False,True,,,,"[{""elementName"": ""Diameter"", ""elementDescription"": ""foot ring"", ""elementMeasurements"": {""Foot"": 8.8900175}}, {""elementName"": ""Height"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 21.590044}}]","Silver, partly gilded",2025-01-31T04:54:36.6Z,1891,ca. 1896,1901,212209,Vase,https://www.metmuseum.org/art/collection/search/212209,https://www.wikidata.org/wiki/Q61992387,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,,Vase
134,38.10,1938,"[""https://images.metmuseum.org/CRDImages/eg/original/38.10_front.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/38.10_lp.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/38.10_rp.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/38.10_back.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/38.10.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/269292.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/269294.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/269296.jpg"", ""https://images.metmuseum.org/CRDImages/eg/original/269295.jpg""]",,,,,,,,,,,,,,,,Egypt,,"Gift of Abby Aldrich Rockefeller, 1938",,Egyptian Art,H. 12 cm (4 3/4 in); W. 9 cm (3 9/16 in); D. 9 cm (3 9/16 in),,IFAO excavations 1922-1923,From,True,True,True,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 9, ""Height"": 12, ""Weight"": 1.0432732, ""Width"": 9}}]",Limestone (Indurated),2025-03-06T04:54:30Z,-278,278–270 B.C.,-270,547699,Head of a statue of Arsinoe II,https://www.metmuseum.org/art/collection/search/547699,https://www.wikidata.org/wiki/Q29385909,Ptolemaic Period,,https://images.metmuseum.org/CRDImages/eg/original/DT10849.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT10849.jpg,Memphite Region,reign of Ptolemy II and Arsinoe II,"Metropolitan Museum of Art, New York, NY",,,,Abu Rawash,"[{""term"": ""Heads"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375054"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q3409626""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}]",Head Attributed to Arsinoe II
124,2000.62,2000,"[""https://images.metmuseum.org/CRDImages/eg/original/DT4633.jpg""]",,,,,,,,,,,,,,,,Egypt,,"Purchase, Lila Acheson Wallace Gift, 2000",,Egyptian Art,H. 16 × W. 11.3 × D. 8 cm (6 5/16 × 4 7/16 × 3 1/8 in.),Dynasty 19,,From,True,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 8, ""Height"": 16, ""Width"": 11.3}}]",quartzite,2025-03-06T04:54:30Z,-1295,ca. 1295–1270 B.C.,-1270,547704,"Head, goddess",https://www.metmuseum.org/art/collection/search/547704,https://www.wikidata.org/wiki/Q29385911,"New Kingdom, Ramesside",,https://images.metmuseum.org/CRDImages/eg/original/DT4632.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT4632.jpg,,reign of Seti I–Ramesses II,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Heads"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375054"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q3409626""}]",Head of a goddess
551,1977.437.3,1977,"[""https://images.metmuseum.org/CRDImages/es/original/TP199A.jpg""]","Monnoyer, Jean-Baptiste",1636,"French, Lille 1636–1699 London",Jean-Baptiste Monnoyer,1699,,French,Designed by,Designer,,http://vocab.getty.edu/page/ulan/500121569,https://www.wikidata.org/wiki/Q3087909,,Textiles-Tapestries,"[{""constituentID"": 162136, ""role"": ""Designer"", ""name"": ""Designed by Jean-Baptiste Monnoyer"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500121569"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q3087909"", ""gender"": """"}, {""constituentID"": 161679, ""role"": ""Artist"", ""name"": ""Style of Jean Berain"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500015026"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q1373528"", ""gender"": """"}, {""constituentID"": 162631, ""role"": ""Designer"", ""name"": ""Border designed by Guy Louis Vernansal the Elder"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500032589"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q17483904"", ""gender"": """"}, {""constituentID"": 162822, ""role"": ""Manufactory"", ""name"": ""Beauvais"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500110803"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q2566130"", ""gender"": """"}, {""constituentID"": 162818, ""role"": ""Workshop director"", ""name"": ""Philippe Béhagle"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500057448"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q82800530"", ""gender"": """"}]",,,"Gift of John M. Schiff, 1977",,European Sculpture and Decorative Arts,Overall (confirmed): 116 x 181 in. (294.6 x 459.7 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Height"": 294.6406, ""Width"": 459.7409}}, {""elementName"": ""Overall"", ""elementDescription"": ""historic dimensions"", ""elementMeasurements"": {""Height"": 294.6406, ""Width"": 459.7409}}]","Wool, silk (21-27 warps per inch, 8-9 per cm.)",2025-01-31T04:54:36.6Z,1683,"designed ca. 1688, woven ca. 1690–1711",1716,229569,Tapestry,https://www.metmuseum.org/art/collection/search/229569,https://www.wikidata.org/wiki/Q86275846,,,https://images.metmuseum.org/CRDImages/es/original/DT1843.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DT1843.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Birds"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300266506"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q5113""}, {""term"": ""Men"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025928"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8441""}, {""term"": ""Women"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300025943"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q467""}, {""term"": ""Dancing"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300389779"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q43393537""}, {""term"": ""Sphinx"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300375739"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q151480""}, {""term"": ""Elephants"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300250160"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q7378""}, {""term"": ""Leopards"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300310390"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q34706""}]",The Elephant from a set of five Grotesques
516,1988.164,1988,"[""https://images.metmuseum.org/CRDImages/es/original/DP-16078-048.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-16078-066.jpg""]","Dresser, Christopher",1834,"British, Glasgow, Scotland 1834–1904 Mulhouse",Christopher Dresser,1904,,"British, Scottish",Design attributed to,Designer,,http://vocab.getty.edu/page/ulan/500042183,https://www.wikidata.org/wiki/Q1086650,,Metalwork-Silverplate,"[{""constituentID"": 161847, ""role"": ""Designer"", ""name"": ""Design attributed to Christopher Dresser"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500042183"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q1086650"", ""gender"": """"}, {""constituentID"": 165684, ""role"": ""Manufactory"", ""name"": ""Hukin &amp; Heath"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500332073"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q98146365"", ""gender"": """"}]",,,"Purchase, Gift of J. Pierpont Morgan, by exchange, 1988",,European Sculpture and Decorative Arts,"5 11/16 × 6 1/8 in., 14.108oz. (14.4 × 15.6 cm, 400g)",,,,True,True,True,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 14.446279, ""Weight"": 0.4, ""Width"": 15.557531}}]","Silver-plated brass, ebony",2025-01-31T04:54:36.6Z,1873,ca. 1878–81,1886,207754,Spoon holder,https://www.metmuseum.org/art/collection/search/207754,https://www.wikidata.org/wiki/Q29383662,,,https://images.metmuseum.org/CRDImages/es/original/DP-16078-047.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-16078-047.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,,Spoon holder
738,Inst.68.4.1,,,,,,,,,,,,,,,Rye,,,United States,,"Gift of Henry U. and Emma B. Halsted, 1968",American,The American Wing,Dimensions unavailable,,,Made in,False,False,False,,,,,"Wood, marble",2022-06-02T12:28:57.13Z,1822,ca. 1825,1825,132,Architectural elements,https://www.metmuseum.org/art/collection/search/132,https://www.wikidata.org/wiki/Q96358236,,,,,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,,"Architectural elements from Halsted House, Rye, New York"
737,1979.272,1979,,"Casilear, John William",1811,"American, New York 1811–1893 Saratoga Springs, New York",John William Casilear,1893,,American,,Artist,,http://vocab.getty.edu/page/ulan/500013823,https://www.wikidata.org/wiki/Q2700128,,,"[{""constituentID"": 163341, ""role"": ""Artist"", ""name"": ""John William Casilear"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500013823"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q2700128"", ""gender"": """"}]",,,"Gift of Wendell S. Arrington, in honor of his parents, J. Earl Arrington and Genevieve T. Arrington, 1979",American,The American Wing,12 1/8 x 20 1/16 in. (30.8 x 51 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": null, ""elementMeasurements"": {""Height"": 30.8, ""Width"": 51}}, {""elementName"": ""Framed"", ""elementDescription"": null, ""elementMeasurements"": {""Depth"": 9, ""Height"": 57.2, ""Width"": 77.7}}]",Oil on canvas,2022-06-02T12:28:57.13Z,1883,1883,1883,10381,Painting,https://www.metmuseum.org/art/collection/search/10381,https://www.wikidata.org/wiki/Q20175600,,,https://images.metmuseum.org/CRDImages/ad/original/APS1620.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/APS1620.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Lakes"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300008680"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q23397""}, {""term"": ""Mountains"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300008795"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q8502""}, {""term"": ""Boats"", ""AAT_URL"": ""http://vocab.getty.edu/page/aat/300178749"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q35872""}]",Mountain Lake Scene
739,1982.215.1,1982,"[""https://images.metmuseum.org/CRDImages/ad/original/ADA5242.jpg"", ""https://images.metmuseum.org/CRDImages/ad/original/ADA5241.jpg""]",New England Glass Company,1818,"American, East Cambridge, Massachusetts, 1818–1888",New England Glass Company,1888,,American,Probably,Maker,,http://vocab.getty.edu/page/ulan/500356007,https://www.wikidata.org/wiki/Q17083157,,,"[{""constituentID"": 1087, ""role"": ""Maker"", ""name"": ""Probably New England Glass Company"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500356007"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q17083157"", ""gender"": """"}]",United States,,"Friends of the American Wing Fund, 1982",American,The American Wing,H. 21 3/4 in. (55.2 cm); Diam. 8 in. (20.3 cm),,,Made in,False,True,False,,,,"[{""elementName"": ""Other"", ""elementDescription"": null, ""elementMeasurements"": {""Diameter"": 20.32, ""Height"": 55.2451}}]","Cased and cut blown and engraved glass, marble",2022-06-02T12:28:57.13Z,1850,1850–60,1860,3979,Girandole,https://www.metmuseum.org/art/collection/search/3979,https://www.wikidata.org/wiki/Q95986506,,,https://images.metmuseum.org/CRDImages/ad/original/ADA5243.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/ADA5243.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,,,,Girandole
550,2016.482,2016,"[""https://images.metmuseum.org/CRDImages/es/original/DP-12850-026.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-025.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-005.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-014.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-010.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-011.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-012.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-017.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-018.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-023.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-022.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-009.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-033.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-006.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-013.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-021.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-032.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-020.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-019.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-031.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-004.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-016.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-029.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-003.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-008.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-007.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-030.jpg"", ""https://images.metmuseum.org/CRDImages/es/original/DP-12850-015.jpg""]","Roldán, Luisa",1652,"Spanish, Seville 1652–1706 Madrid","Luisa Roldán, called La Roldana",1706,Female,Spanish,,Artist,,http://vocab.getty.edu/page/ulan/500035072,https://www.wikidata.org/wiki/Q6701326,,Sculpture,"[{""constituentID"": 36379, ""role"": ""Artist"", ""name"": ""Luisa Roldán, called La Roldana"", ""constituentULAN_URL"": ""http://vocab.getty.edu/page/ulan/500035072"", ""constituentWikidata_URL"": ""https://www.wikidata.org/wiki/Q6701326"", ""gender"": ""Female""}]",,,"Purchase, several members of The Chairman's Council Gifts, Walter and Leonore Annenberg Acquisitions Endowment Fund, Álvaro Saieh Bendeck and Alejandro Santo Domingo Gifts, and Mary Trumbull Adams Fund; Edward J. Gallagher Jr. Bequest, in memory of his father, Edward Joseph Gallagher, his mother, Ann Hay Gallagher, and his son, Edward Joseph Gallagher III; The Bernard and Audrey Aronson Charitable Trust Gift, in memory of her beloved husband, Bernard Aronson; Anonymous Gift and Louis V. Bell Fund, 2016",,European Sculpture and Decorative Arts,Overall (confirmed): 19 1/2 × 26 × 17 in. (49.5 × 66 × 43.2 cm),,,,False,True,False,,,,"[{""elementName"": ""Overall"", ""elementDescription"": ""confirmed"", ""elementMeasurements"": {""Depth"": 43.180088, ""Height"": 49.530098, ""Width"": 66.04013}}]",Polychrome terracotta,2025-01-31T04:54:36.6Z,1700,1700–1701,1701,709109,Statuette group,https://www.metmuseum.org/art/collection/search/709109,https://www.wikidata.org/wiki/Q96185506,,,https://images.metmuseum.org/CRDImages/es/original/DP-12850-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-12850-001.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"[{""term"": ""Christ"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000087"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q642420""}, {""term"": ""Mary Magdalene"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901000161"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q63070""}, {""term"": ""Entombment"", ""AAT_URL"": ""http://vocab.getty.edu/page/ia/901001053"", ""Wikidata_URL"": ""https://www.wikidata.org/wiki/Q51637""}]",The Entombment of Christ
